,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,avg_2bhk_rent,dist_from_city,sqft
227,227,Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,,1500,2.0,1.0,115.0,,13.1,2
228,228,Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,3.0,2.0,119.0,17340.0,11.1,3
229,229,Super built-up  Area,19-Aug,Dommasandra,2 BHK,,805,2.0,1.0,22.14,,23.5,2
230,230,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,,30.9,2
231,231,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2.0,2.0,60.0,,13.8,2
232,232,Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,,15.2,2
233,233,Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,,18.1,2
234,234,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,,8.7,2
235,235,Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,,1500,2.0,1.0,65.0,,,3
236,236,Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,,11.4,2
237,237,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,18125.0,11.1,3
238,238,Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,14647.0,11.7,5
239,239,Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,,1060,2.0,2.0,60.0,,,2
240,240,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,11714.0,24.0,1
241,241,Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,,2600,8.0,2.0,180.0,,,8
242,242,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,11714.0,24.0,1
243,243,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,,11.4,3
244,244,Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,,,2
245,245,Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,,18.1,3
246,246,Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,,18.1,2
247,247,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,16375.0,11.8,3
248,248,Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,,30.9,3
249,249,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,,7.7,3
250,250,Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,11714.0,24.0,2
251,251,Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,,10.1,2
252,252,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,,11.0,2
253,253,Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,,900,2.0,2.0,22.5,,21.8,2
254,254,Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,,13.8,2
255,255,Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,,12.2,4
256,256,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,,17.2,2
257,257,Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,,18.1,2
258,258,Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,,1200,5.0,,170.0,,13.8,5
259,259,Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,,,3
260,260,Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,,18.9,4
261,261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,18125.0,11.1,3
262,262,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,,15.3,2
263,263,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,,30.9,2
264,264,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,,17.2,2
265,265,Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,7500.0,31.8,4
266,266,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,,12.1,3
267,267,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,,14.4,3
268,268,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,,,2
269,269,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,,13.5,3
270,270,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,45000.0,17.2,2
271,271,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,21711.0,17.1,3
272,272,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,15000.0,16.9,2
273,273,Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,,,2
274,274,Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,19000.0,19.6,3
275,275,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,,13.7,3
276,276,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,,16.1,2
277,277,Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,,30.9,4
278,278,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,12250.0,18.7,3
279,279,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,10740.0,27.7,3
280,280,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,,22.7,2
281,281,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,,11.0,3
282,282,Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,,7.5,6
283,283,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,,20.3,3
284,284,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,,1075,2.0,1.0,46.0,,38.4,3
285,285,Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,,4.7,3
286,286,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,,13.5,2
287,287,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,1756.0,8.9,3
288,288,Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,,,2
289,289,Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,11714.0,24.0,2
290,290,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,,26.5,2
291,291,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,,14.9,2
292,292,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,11500.0,19.3,2
293,293,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,17340.0,11.1,2
294,294,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,,15.8,2
295,295,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,18636.0,12.9,2
296,296,Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,,12.2,3
297,297,Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,,5.1,2
298,298,Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,,11.4,4
299,299,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,880,3.0,1.0,140.0,,10.2,3
300,300,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,,17.2,4
301,301,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,14357.0,12.8,2
302,302,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,,13.5,3
303,303,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,18125.0,11.1,3
304,304,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,16375.0,11.8,3
305,305,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,,13.8,2
306,306,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,,26.5,1
307,307,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,,18.4,3
308,308,Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,15500.0,12.9,4
309,309,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,,9.9,3
310,310,Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,16000.0,14.2,2
311,311,Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,,,3
312,312,Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,8500.0,20.8,2
313,313,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,,26.5,3
314,314,Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,,9.4,2
315,315,Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,,7.5,5
316,316,Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,,20.3,2
317,317,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,14981.0,17.3,2
318,318,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,52.0,14750.0,12.4,2
319,319,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,,12.8,2
320,320,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,,14.4,2
321,321,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,,18.1,2
322,322,Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,16620.0,10.9,2
323,323,Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,4.0,3.0,165.0,,14.2,4
324,324,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,,9.6,3
325,325,Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4.0,1.0,400.0,,10.2,4
326,326,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,,14.9,3
327,327,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,,10.4,2
328,328,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,,8.9,2
329,329,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,,32.9,3
330,330,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,,13.9,3
331,331,Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2.0,1.0,67.0,,17.2,2
332,332,Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0,,14.9,4
333,333,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,,11.7,2
334,334,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,18333.0,3.1,3
335,335,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,14981.0,17.3,2
336,336,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,19750.0,12.9,2
337,337,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,,15.0,4
338,338,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,64.0,,12.0,3
339,339,Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1200,2.0,0.0,79.0,,,2
340,340,Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2.0,3.0,48.0,,,2
341,341,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,,12.0,2
342,342,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,,13.5,2
343,343,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,,11.0,3
344,344,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,,,21.53,,26.5,1
345,345,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,65.0,,10.9,2
346,346,Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,,1350,2.0,0.0,140.0,,,3
347,347,Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,15500.0,21.7,3
348,348,Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,,,3
349,349,Plot  Area,18-Dec,Suragajakkanahalli,3 Bedroom,PrhyaK ,11,3.0,2.0,74.0,,,3
350,350,Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,,23.1,2
351,351,Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,22500.0,16.1,2
352,352,Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,,,3
353,353,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,,13.8,2
354,354,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,11500.0,19.3,1
355,355,Plot  Area,Ready To Move,RMV,3 Bedroom,,2000,3.0,2.0,365.0,,,3
356,356,Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,,1762,3.0,1.0,125.0,,,3
357,357,Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0,,,2
358,358,Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,,6.1,4
359,359,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,,21.7,2
360,360,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,,13.2,2
361,361,Super built-up  Area,Ready To Move,MS Pallya,3 BHK,,1200,3.0,0.0,90.0,,17.0,3
362,362,Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,,1500,4.0,2.0,230.0,,,4
363,363,Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,500,1.0,1.0,18.5,,18.8,1
364,364,Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,17529.0,10.0,2
365,365,Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,11714.0,24.0,1
366,366,Built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2.0,3.0,66.0,19667.0,12.9,2
367,367,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,,10.9,2
368,368,Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,,11.9,2
369,369,Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,,16.1,2
370,370,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,17340.0,11.1,4
371,371,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,,15.8,2
372,372,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,,18.8,2
373,373,Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,,36.2,3
374,374,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,,10.8,2
375,375,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,,13.3,3
376,376,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,,10.6,3
377,377,Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,,14.5,1
378,378,Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,,18.1,3
379,379,Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,11000.0,16.6,3
380,380,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,,13.7,3
381,381,Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,,90.0,,10.3,2
382,382,Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,,34.2,2
383,383,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,,10.8,2
384,384,Built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2.0,1.0,25.0,12000.0,22.5,2
385,385,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,,26.5,2
386,386,Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,,1629,3.0,2.0,79.0,,13.5,3
387,387,Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0,18125.0,11.1,3
388,388,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,18125.0,11.1,3
389,389,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,,11.0,2
390,390,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,,15.3,2
391,391,Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,,26.5,2
392,392,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,,13.4,3
393,393,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,,20.3,2
394,394,Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,,10.3,2
395,395,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,13625.0,19.6,2
396,396,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,,11.9,2
397,397,Super built-up  Area,Ready To Move,K N Extension,6 BHK,,700,3.0,,120.0,,,6
398,398,Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,,19.0,2
399,399,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,11714.0,24.0,3
400,400,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,14981.0,17.3,3
401,401,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,14981.0,17.3,4
402,402,Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0,13389.0,12.9,2
403,403,Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,,1200,4.0,1.0,175.0,,,4
404,404,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,,11.0,2
405,405,Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,,1000,2.0,0.0,165.0,,12.4,2
406,406,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,1200,2.0,0.0,125.0,,18.8,4
407,407,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0,,9.6,3
408,408,Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,,12000,6.0,3.0,2200.0,,9.6,7
409,409,Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,,550,1.0,1.0,62.0,,8.4,2
410,410,Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5,12000.0,22.5,1
411,411,Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,,38.0,,,2
412,412,Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,12000.0,22.5,2
413,413,Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,,1200,7.0,3.0,250.0,,11.4,6
414,414,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5,,26.5,3
415,415,Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760,3.0,2.0,88.0,,,3
416,416,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0,,10.6,2
417,417,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1350,3.0,2.0,150.0,16334.0,17.0,3
418,418,Plot  Area,17-Dec,Anandapura,2 Bedroom,,1000,2.0,1.0,55.0,,12.4,2
419,419,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1090,2.0,2.0,31.48,,21.6,2
420,420,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,60.0,,12.2,2
421,421,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0,,30.9,3
422,422,Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060,2.0,1.0,26.5,15500.0,21.7,2
423,423,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,,13.7,2
424,424,Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0,9233.0,13.3,2
425,425,Plot  Area,Ready To Move,Chandapura,6 Bedroom,,1533,5.0,3.0,85.0,11714.0,24.0,6
426,426,Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0,,16.1,3
427,427,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0,16500.0,7.2,2
428,428,Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2.0,1.0,55.0,,21.7,2
429,429,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933,3.0,2.0,140.0,16620.0,10.9,3
430,430,Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194,2.0,0.0,69.0,,19.0,2
431,431,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150,2.0,3.0,69.0,21250.0,15.1,2
432,432,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12,,15.2,2
433,433,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,,15.3,2
434,434,Plot  Area,Ready To Move,7th Phase JP Nagar,8 Bedroom,,1200,8.0,,250.0,,11.0,8
435,435,Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Bltonin,2150,4.0,,240.0,43500.0,2.4,3
436,436,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450,3.0,2.0,55.0,,6.5,3
437,437,Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1630,3.0,2.0,68.29,,29.8,3
438,438,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,1.0,1.0,40.0,,29.2,2
439,439,Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1000,4.0,3.0,110.0,,15.0,3
440,440,Plot  Area,Ready To Move,Whitefield,4 Bedroom,,11890,4.0,3.0,700.0,14981.0,17.3,4
441,441,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250,2.0,1.0,76.0,19667.0,12.9,2
442,442,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,,11.0,3
443,443,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1670,2.0,3.0,57.0,,17.2,3
444,444,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0,,23.1,3
445,445,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0,,17.5,2
446,446,Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0,9233.0,13.3,3
447,447,Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65,,18.1,1
448,448,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0,22500.0,16.1,3
449,449,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,,1650,3.0,2.0,78.0,11000.0,15.0,3
450,450,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47,,15.3,2
451,451,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Bancyri,1800,3.0,2.0,252.0,,10.2,3
452,452,Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,,17.2,2
453,453,Plot  Area,Ready To Move,Thippasandra,4 Bedroom,,1200,4.0,2.0,200.0,,,4
